ID	Gene Name	Sample_A_1	Sample_A_2	Sample_A_3	Sample_A_4	Sample_A_Mean	Sample_B_1	Sample_B_2	Sample_B_3	Sample_B_4	Sample_B_Mean	log2FC	DEG	t-test p value	transcript	ensembl_id	entrez_id	symbol	biotype_ensembl	description	alias
679	GYS1	0.67845146	0.67484119	0.6985765	0.68653083	0.684599995	0.24771604	0.24596614	0.25806357	0.25083176	0.250644378	1.44961941	Upregulate	4.25E-10	NM_002103	ENSG00000104812	2997	GYS1	protein_coding	glycogen synthase 1	GYS,GSY|GYS|GSY|GSY,GYS|GYS1|GSY,GYS
681	ITIH2	1.62186523	1.5855635	1.58972888	1.54908891	1.58656163	0.02550554	0.02258358	0.02147746	0.0216501	0.02280417	6.120462092	Upregulate	0.00000175	NM_002216	ENSG00000151655	3698	ITIH2	protein_coding	inter-alpha-trypsin inhibitor heavy chain 2	H2P|-|H2P|H2P,SHAP|ITIH2|H2P,SHAP
682	ITIH3	0.22717922	0.23424081	0.22552396	0.23218613	0.22978253	0.0023769	0.00181936	0.0027146	0.00216651	0.002269343	6.661850942	Upregulate	0.00000136	NM_002217	ENSG00000162267	3699	ITIH3	protein_coding	inter-alpha-trypsin inhibitor heavy chain 3	H3P|-|H3P|H3P,ITI-HC3,SHAP|ITIH3|H3P,ITI-HC3,SHAP
683	KCNJ3	0.01330642	0.01387935	0.01494036	0.01542937	0.014388875	0.79627829	0.7931646	0.81540283	0.82559171	0.807609358	-5.810631923	Downregulate	0.0000019	NM_002239	ENSG00000162989	3760	KCNJ3	protein_coding	potassium inwardly rectifying channel subfamily J member 3	Kir3.1,GIRK1,KGA|-|Kir3.1, GIRK1, KGA|GIRK1,KGA,KIR3.1|KCNJ3|GIRK1,KGA,KIR3.1
684	KCNS3	0.01909301	0.01700502	0.01793335	0.01832872	0.018090025	0.01757329	0.01984207	0.01721353	0.01735557	0.017996115	0.00750891	NonDE	0.905303937	NM_002252	ENSG00000170745	3790	KCNS3	protein_coding	potassium voltage-gated channel modifier subfamily S member 3	Kv9.3|-|Kv9.3|KV9.3|KCNS3|KV9.3
685	KIF3C	0.18876871	0.18486116	0.18091669	0.18414042	0.184671745	2.69443045	2.68633757	2.63179892	2.57866809	2.647808758	-3.841763871	Downregulate	0.00000268	NM_002254	ENSG00000084731	3797	KIF3C	protein_coding	kinesin family member 3C	-|-|-|-|KIF3C|
687	LOXL2	1.77732842	1.8213918	1.79874189	1.7805661	1.794507053	0.04577905	0.04211197	0.04201923	0.04390293	0.043453295	5.367978204	Upregulate	0.000000355	NM_002318	ENSG00000134013	4017	LOXL2	protein_coding	lysyl oxidase like 2	WS9-14,LOR|-|WS9-14, LOR|LOR,LOR2,WS9-14|LOXL2|LOR,LOR2,WS9-14
688	LUM	0.86177901	0.84655859	0.90403007	0.87228553	0.8711633	0.01114455	0.01203559	0.01200308	0.01172684	0.011727515	6.214973927	Upregulate	0.00000621	NM_002345	ENSG00000139329	4060	LUM	protein_coding	lumican	LDC,SLRR2D|LDC|SLRR2D|LDC,SLRR2D|LUM|LDC,SLRR2D
690	HGD	0.24770367	0.24681013	0.23743774	0.23803205	0.242495898	0.00340569	0.00450323	0.00399514	0.00299311	0.003724293	6.024850146	Upregulate	0.00000255	NM_000187	ENSG00000113924	3081	HGD	protein_coding	homogentisate 1,2-dioxygenase	AKU,HGO|AKU|HGO|AKU,HGO|HGD|AKU,HGO
691	ICAM1	0.39252996	0.38304684	0.40281701	0.40641534	0.396202288	0.04467942	0.04539034	0.04400368	0.0426519	0.044181335	3.164728292	Upregulate	0.00000596	NM_000201	ENSG00000090339	3383	ICAM1	protein_coding	intercellular adhesion molecule 1	BB2,CD54|-|BB2, CD54|BB2,CD54,P3.58|ICAM1|BB2,CD54,P3.58
692	G6PD	1.74272048	1.82320484	1.78444916	1.79217715	1.785637908	0.48225858	0.47891484	0.47445614	0.47875183	0.478595348	1.899561282	Upregulate	0.00000376	NM_000402	ENSG00000160211	2539	G6PD	protein_coding	glucose-6-phosphate dehydrogenase	G6PD1|-|G6PD1|G6PD1|G6PD|G6PD1
693	IL4R	0.19219156	0.20175846	0.20343405	0.20258784	0.199992978	0.09371078	0.09325996	0.0960657	0.09618707	0.094805878	1.076900935	Upregulate	2.06E-08	NM_001008699	ENSG00000077238	3566	IL4R	protein_coding	interleukin 4 receptor	CD124|-|CD124|CD124,IL-4RA,IL4RA|IL4R|CD124,IL-4RA,IL4RA
694	IGFBP2	0.96611579	1.05683804	1.03243324	1.07777413	1.0332903	0.04792009	0.04723537	0.05213557	0.04937264	0.049165918	4.393443256	Upregulate	0.0000319	NM_000597	ENSG00000115457	3485	IGFBP2	protein_coding	insulin like growth factor binding protein 2	IBP2|IBP2|-|IBP2,IGF-BP53|IGFBP2|IBP2,IGF-BP53
695	GABRA1	0.00363366	0.00401836	0.00419405	0.00343413	0.00382005	1.14717294	1.20622651	1.11640478	1.16985614	1.159915093	-8.246211965	Downregulate	0.00000965	NM_000806	ENSG00000022355	2554	GABRA1	protein_coding	gamma-aminobutyric acid type A receptor subunit alpha1	EJM5|-|EJM5|DEE19,ECA4,EIEE19,EJM,EJM5|GABRA1|DEE19,ECA4,EIEE19,EJM,EJM5
696	GRM1	0.00286009	0.0038054	0.00419713	0.00316714	0.00350744	0.48574727	0.49386972	0.5157503	0.48484662	0.495053478	-7.141022144	Downregulate	0.00000668	NM_000838	ENSG00000152822	2911	GRM1	protein_coding	glutamate metabotropic receptor 1	GPRC1A,mGlu1,MGLUR1,PPP1R85|-|GPRC1A, mGlu1, MGLUR1, PPP1R85|GPRC1A,MGLU1,MGLUR1,PPP1R85,SCA44,SCAR13|GRM1|GPRC1A,MGLU1,MGLUR1,PPP1R85,SCA44,SCAR13
697	GRM3	0.00184603	0.00169755	0.00114283	0.00179769	0.001621025	0.4088892	0.42291967	0.42871764	0.40003145	0.41513949	-8.000546023	Downregulate	0.00000859	NM_000840	ENSG00000198822	2913	GRM3	protein_coding	glutamate metabotropic receptor 3	GPRC1C,mGlu3,MGLUR3|-|GPRC1C, mGlu3, MGLUR3|GLUR3,GPRC1C,MGLUR3,mGlu3|GRM3|GLUR3,GPRC1C,mGlu3,MGLUR3
698	GSTP1	11.66712475	11.66655867	11.86759194	11.64729409	11.71214236	3.45296918	3.65384997	3.55789708	3.51711461	3.54545771	1.723961202	Upregulate	2.04E-11	NM_000852	ENSG00000084207	2950	GSTP1	protein_coding	glutathione S-transferase pi 1	FAEES3,GSTPGST3,GSTP|FAEES3, GST3|GSTP|DFN7,FAEES3,GST3,GSTP,HEL-S-22,PI|GSTP1|DFN7,FAEES3,GST3,GSTP,HEL-S-22,PI
699	IL1R1	0.06886305	0.07603884	0.07131545	0.0709501	0.07179186	0.03645459	0.03739638	0.03407571	0.03726523	0.036297978	0.983931111	NonDE	0.000000784	NM_000877	ENSG00000115594	3554	IL1R1	protein_coding	interleukin 1 receptor type 1	IL1R,D2S1473IL1RA,D2S1473IL1R,CD121AIL1RA,CD121A|IL1R, IL1RA|D2S1473, CD121A|CD121A,D2S1473,IL-1R-alpha,IL-1RT1,IL1R,IL1RA,P80|IL1R1|CD121A,D2S1473,IL-1R-alpha,IL1R,IL1RA,P80
700	ITGB7	7.54703467	7.52633237	7.68370362	7.42628283	7.545838373	0.00734662	0.00781469	0.00968287	0.00716633	0.008002628	9.880991726	Upregulate	0.000000764	NM_000889	ENSG00000139626	3695	ITGB7	protein_coding	integrin subunit beta 7	-|-|-|-|ITGB7|
701	JAK3	0.13561003	0.13458834	0.12897057	0.12756041	0.131682338	0.15193003	0.14452879	0.14764413	0.16888654	0.153247373	-0.218800488	NonDE	0.009781293	NM_000215	ENSG00000105639	3718	JAK3	protein_coding	Janus kinase 3	L-JAK,JAKL,LJAK,JAK3_HUMAN,JAK-3|-|L-JAK, JAKL, LJAK, JAK3_HUMAN, JAK-3|JAK-3,JAK3_HUMAN,JAKL,L-JAK,LJAK|JAK3|JAK-3,JAK3_HUMAN,JAKL,L-JAK,LJAK
703	IGF2	10.11615815	10.2622241	10.61990173	10.4976012	10.3739713	0.08187771	0.08431036	0.08630058	0.08295579	0.08386111	6.950750641	Upregulate	0.00000296	NM_000612	ENSG00000167244	3481	IGF2	protein_coding	insulin like growth factor 2	C11orf43,FLJ44734C11orf43,IGF-II|C11orf43|FLJ44734, IGF-II|C11orf43,GRDF,IGF-II,PP9974,SRS3|IGF2|C11orf43,GRDF,IGF-II,PP9974,SRS3
706	GRLF1	0.5921968	0.5965953	0.62801484	0.57232146	0.5972821	0.92570642	0.92959845	0.89081821	0.91117603	0.914324778	-0.61429423	NonDE	0.000000595	NM_024342	ENSG00000160007	2909	ARHGAP35	protein_coding	Rho GTPase activating protein 35	GRLF1,GRF-1GRLF1,p190ARhoGAPGRLF1,P190AGRLF1,KIAA1722GRLF1,p190RhoGAP|GRLF1|GRF-1, p190ARhoGAP, P190A, KIAA1722, p190RhoGAP|GRF-1,GRLF1,P190-A,P190A,p190ARhoGAP,p190RhoGAP|ARHGAP35|GRF-1,GRLF1,P190-A,P190A,p190ARhoGAP,p190RhoGAP
707	LPL	0.0511122	0.047019	0.03875282	0.0454424	0.045581605	0.3578011	0.34700412	0.35047337	0.37060896	0.356471888	-2.967264675	Downregulate	2.89E-09	NM_000237	ENSG00000175445	4023	LPL	protein_coding	lipoprotein lipase	LIPD|LIPD|-|HDLCQ11,LIPD|LPL|HDLCQ11,LIPD
709	KIT	0.06070111	0.06001988	0.06217095	0.06882985	0.062930448	0.60842002	0.58497871	0.58575452	0.59448444	0.593409423	-3.237197728	Downregulate	1.16E-10	NM_000222	ENSG00000157404	3815	KIT	protein_coding	KIT proto-oncogene, receptor tyrosine kinase	PBT,CD117PBT,SCFRPBT,C-Kit|PBT|CD117, SCFR, C-Kit|C-Kit,CD117,MASTC,PBT,SCFR|KIT|C-Kit,CD117,MASTC,PBT,SCFR
710	IL6	0.00728343	0.00749243	0.00779017	0.00894481	0.00787771	0.00308305	0.00306985	0.00324718	0.00322441	0.003156123	1.319623106	Upregulate	0.000915699	NM_000600	ENSG00000136244	3569	IL6	protein_coding	interleukin 6	IFNB2,IL-6IFNB2,BSF2IFNB2,HGFIFNB2,HSF|IFNB2|IL-6, BSF2, HGF, HSF|BSF-2,BSF2,CDF,HGF,HSF,IFN-beta-2,IFNB2,IL-6|IL6|BSF-2,BSF2,CDF,HGF,HSF,IFN-beta-2,IFNB2,IL-6
712	IL18R1	0.00192195	0.00313081	0.00258629	0.00262691	0.00256649	0.00514251	0.00539377	0.00397515	0.00576442	0.005068963	-0.981893852	NonDE	0.001585608	NM_003855	ENSG00000115604	8809	IL18R1	protein_coding	interleukin 18 receptor 1	IL1RRP,IL-1Rrp,CD218a|-|IL1RRP, IL-1Rrp, CD218a|CD218a,CDw218a,IL-18R-alpha,IL-18Ralpha,IL-1Rrp,IL18RA,IL18Ralpha2,IL1RRP|IL18R1|CD218a,CDw218a,IL-18R-alpha,IL-18Ralpha,IL-1Rrp,IL18RA,IL18Ralpha2,IL1RRP
713	KDR	0.01489644	0.01592677	0.01641763	0.01923485	0.016618923	0.10206895	0.09459054	0.09371344	0.09151099	0.09547098	-2.522235422	Downregulate	6.33E-08	NM_002253	ENSG00000128052	3791	KDR	protein_coding	kinase insert domain receptor	FLK1,VEGFR,VEGFR2,CD309|-|FLK1, VEGFR, VEGFR2, CD309|CD309,FLK1,VEGFR,VEGFR2|KDR|CD309,FLK1,VEGFR,VEGFR2
714	IGFBP5	0.72696883	0.73994286	0.75344008	0.78220692	0.750639673	0.2799597	0.27749511	0.2863834	0.27403606	0.279468568	1.425434512	Upregulate	0.0000169	NM_000599	ENSG00000115461	3488	IGFBP5	protein_coding	insulin like growth factor binding protein 5	-|-|-|IBP5|IGFBP5|IBP5
715	GABRA6	0.0032231	0.0032527	0.00336473	0.00373932	0.003394963	0.85288571	0.88190271	0.8652126	0.88316702	0.87079201	-8.002788721	Downregulate	0.00000127	NM_000811	ENSG00000145863	2559	GABRA6	protein_coding	gamma-aminobutyric acid type A receptor subunit alpha6	-|-|-|-|GABRA6|
716	GABRD	0.00855542	0.0075547	0.00679584	0.00865854	0.007891125	1.22986304	1.25731347	1.2493615	1.24539631	1.24548358	-7.302259293	Downregulate	0.000000192	NM_000815	ENSG00000187730	2563	GABRD	protein_coding	gamma-aminobutyric acid type A receptor subunit delta	-|-|-|EIG10,EJM7,GEFSP5|GABRD|EIG10,EJM7,GEFSP5
717	GRIA2	0.00638798	0.00687114	0.00634439	0.00599629	0.00639995	1.59624719	1.64602271	1.66993573	1.62337502	1.633895163	-7.996039068	Downregulate	0.00000199	NM_000826	ENSG00000120251	2891	GRIA2	protein_coding	glutamate ionotropic receptor AMPA type subunit 2	GLUR2,GluA2GLUR2,GLURB|GLUR2|GluA2, GLURB|GLUR2,GLURB,GluA2,GluR-K2,HBGR2,NEDLIB,gluR-2,gluR-B|GRIA2|GluA2,gluR-2,gluR-B,GluR-K2,GLUR2,GLURB,HBGR2,NEDLIB
718	IGF2R	0.31341352	0.31484778	0.33192683	0.34916204	0.327337543	0.08359844	0.08233868	0.09049529	0.08974874	0.086545288	1.919251905	Upregulate	0.0000424	NM_000876	ENSG00000197081	3482	IGF2R	protein_coding	insulin like growth factor 2 receptor	CD222,MPRI,MPR1,CIMPR,M6P-R,CI-M6PR,CI-MPR,MPR300|-|CD222, MPRI, MPR1, CIMPR, M6P-R, CI-M6PR, CI-MPR, MPR300|CD222,CI-M6PR,CIMPR,M6P-R,M6P/IGF2R,MPR 300,MPR1,MPR300,MPRI|IGF2R|CD222,CI-M6PR,CIMPR,M6P-R,M6P/IGF2R,MPR 300,MPR1,MPR300,MPRI
719	HBEGF	0.07122843	0.07915983	0.07847249	0.06926733	0.07453202	0.20312943	0.19112176	0.20606453	0.2002734	0.20014728	-1.425129744	Downregulate	7.94E-08	NM_001945	ENSG00000113070	1839	HBEGF	protein_coding	heparin binding EGF like growth factor	HEGFL,DTS,DTR|HEGFL, DTS, DTR|-|DTR,DTS,DTSF,HEGFL|HBEGF|DTR,DTS,DTSF,HEGFL
721	LGI1	0.01345023	0.01213154	0.0115203	0.00952801	0.01165752	0.64965929	0.64793119	0.64800996	0.66733599	0.653234108	-5.808267311	Downregulate	0.000000449	NM_005097	ENSG00000108231	9211	LGI1	protein_coding	leucine rich glioma inactivated 1	EPT,IB1099EPT,ETL1EPT,EPITEMPIN|EPT|IB1099, ETL1, EPITEMPIN|ADLTE,ADPAEF,ADPEAF,EPITEMPIN,EPT,ETL1,IB1099|LGI1|ADLTE,ADPAEF,ADPEAF,EPITEMPIN,EPT,ETL1,IB1099
722	KCNK5	0.12201693	0.12479712	0.11463415	0.1215258	0.1207435	0.00150415	0.00106681	0.0007428	0.00057273	0.000971623	6.957333912	Upregulate	0.0000111	NM_003740	ENSG00000164626	8645	KCNK5	protein_coding	potassium two pore domain channel subfamily K member 5	K2p5.1,TASK-2,TASK2|-|K2p5.1, TASK-2, TASK2|K2p5.1,KCNK5b,TASK-2,TASK2|KCNK5|K2p5.1,KCNK5b,TASK-2,TASK2
723	KYNU	0.73816719	0.71468028	0.71568418	0.69547837	0.716002505	0.00758183	0.00723453	0.00829377	0.00878192	0.007973013	6.488695894	Upregulate	0.000004	NM_003937	ENSG00000115919	8942	KYNU	protein_coding	kynureninase	-|-|-|KYNUU,VCRL2|KYNU|KYNUU,VCRL2
725	HADH2	1.24435572	1.20874306	1.2148627	1.26075301	1.232178623	0.27739817	0.29863657	0.27934287	0.27454443	0.28248051	2.124988175	Upregulate	5.45E-10	NM_004493	ENSG00000072506	3028	HSD17B10	protein_coding	hydroxysteroid 17-beta dehydrogenase 10	HADH2,ERABMRXS10,ERABHADH2,MHBDMRXS10,MHBDHADH2,17b-HSD10MRXS10,17b-HSD10HADH2,ABADMRXS10,ABADHADH2,SDR5C1MRXS10,SDR5C1HADH2,MRPP2MRXS10,MRPP2HADH2,CAMRMRXS10,CAMR|HADH2, MRXS10|ERAB, MHBD, 17b-HSD10, ABAD, SDR5C1, MRPP2, CAMR|17b-HSD10,ABAD,CAMR,DUPXp11.22,ERAB,HADH2,HCD2,HSD10MD,MHBD,MRPP2,MRX17,MRX31,MRXS10,SCHAD,SDR5C1|HSD17B10|17b-HSD10,ABAD,CAMR,DUPXp11.22,ERAB,HADH2,HCD2,HSD10MD,MHBD,MRPP2,MRX17,MRX31,MRXS10,SCHAD,SDR5C1
726	KCNC3	0.00711804	0.00735052	0.00857727	0.00741078	0.007614153	0.00225347	0.00239164	0.00278603	0.00234019	0.002442833	1.640128521	Upregulate	0.00000582	NM_004977	ENSG00000131398	3748	KCNC3	protein_coding	potassium voltage-gated channel subfamily C member 3	SCA13,Kv3.3|SCA13|Kv3.3|KSHIIID,KV3.3,SCA13|KCNC3|KSHIIID,KV3.3,SCA13
727	GOLGA5	0.62658475	0.6258819	0.64695512	0.6251726	0.631148593	0.50315459	0.52782111	0.53578451	0.52058174	0.521835488	0.274384643	NonDE	0.0000159	NM_005113	ENSG00000066455	9950	GOLGA5	protein_coding	golgin A5	ret-II,golgin-84,rfg5,GOLIM5|-|ret-II, golgin-84, rfg5, GOLIM5|GOLIM5,RFG5,ret-II|GOLGA5|GOLIM5,ret-II,RFG5
729	GRPR	0.02736298	0.02568889	0.02817691	0.02854326	0.02744301	0.010983	0.01116346	0.0097686	0.01133463	0.010812423	1.343748936	Upregulate	0.000000458	NM_005314	ENSG00000126010	2925	GRPR	protein_coding	gastrin releasing peptide receptor	BB2,BB2R,BRS2|-|BB2, BB2R, BRS2|BB2,BB2R,BRS2|GRPR|BB2,BB2R,BRS2
731	HIP2	0.36757574	0.36184711	0.35514199	0.37756375	0.365532148	0.46402148	0.45888816	0.46964392	0.4744232	0.46674419	-0.352633771	NonDE	0.00000233	NM_005339	ENSG00000078140	3093	UBE2K	protein_coding	ubiquitin conjugating enzyme E2 K	HIP2,HYPGHIP2,UBC1|HIP2|HYPG, UBC1|E2-25K,HIP2,HYPG,LIG,UBC1|UBE2K|E2-25K,HIP2,HYPG,LIG,UBC1
732	FLI1	0.11693143	0.11501502	0.11905962	0.11724304	0.117062278	0.05738516	0.05833646	0.05489139	0.06333483	0.05848696	1.001089344	Upregulate	9.19E-08	NM_002017	ENSG00000151702	2313	FLI1	protein_coding	Fli-1 proto-oncogene, ETS transcription factor	SIC-1,EWSR2,FLI-1|-|SIC-1, EWSR2, FLI-1|BDPLT21,EWSR2,FLI-1,SIC-1|FLI1|BDPLT21,EWSR2,FLI-1,SIC-1
733	HCFC1	0.45583547	0.4669988	0.45566388	0.45347508	0.457993308	0.21478034	0.21643311	0.2188037	0.21165101	0.21541704	1.088194142	Upregulate	5.10E-10	NM_005334	ENSG00000172534	3054	HCFC1	protein_coding	host cell factor C1	HFC1,HCF-1MRX3,HCF-1HFC1,HCF1MRX3,HCF1HFC1,CFFMRX3,CFFHFC1,VCAFMRX3,VCAFHFC1,MGC70925MRX3,MGC70925HFC1,PPP1R89MRX3,PPP1R89|HFC1, MRX3|HCF-1, HCF1, CFF, VCAF, MGC70925, PPP1R89|CFF,HCF,HCF-1,HCF1,HFC1,MAHCX,MRX3,PPP1R89,VCAF,XLID3|HCFC1|CFF,HCF,HCF-1,HCF1,HFC1,MAHCX,MRX3,PPP1R89,VCAF,XLID3
734	ICAM3	0.26453138	0.2870604	0.29941653	0.30009762	0.287776483	0.00278533	0.0035358	0.00462615	0.00323962	0.003546725	6.342317414	Upregulate	0.0000532	NM_002162	ENSG00000076662	3385	ICAM3	protein_coding	intercellular adhesion molecule 3	CDW50,ICAM-R,CD50|-|CDW50, ICAM-R, CD50|CD50,CDW50,ICAM-R|ICAM3|CD50,CDW50,ICAM-R
735	JAK1	0.95181892	0.94480723	0.93192919	0.93999672	0.942138015	1.35646184	1.36496545	1.36428268	1.387473	1.368295743	-0.538369764	NonDE	2.68E-09	NM_002227	ENSG00000162434	3716	JAK1	protein_coding	Janus kinase 1	JAK1B,JAK1AJAK1B,JTK3|JAK1B|JAK1A, JTK3|AIIDE,JAK1A,JAK1B,JTK3|JAK1|AIIDE,JAK1A,JAK1B,JTK3
736	LRP1	0.27667372	0.26910231	0.27548746	0.27524323	0.27412668	0.57170553	0.58336881	0.63098599	0.53433605	0.580099095	-1.08145662	Downregulate	0.000559848	NM_002332	ENSG00000123384	4035	LRP1	protein_coding	LDL receptor related protein 1	APR,LRPA2MR,LRPAPR,CD91A2MR,CD91APR,LRP1AA2MR,LRP1AAPR,APOERA2MR,APOERAPR,IGFBP3R1A2MR,IGFBP3R1APR,IGFBP-3RA2MR,IGFBP-3R|APR, A2MR|LRP, CD91, LRP1A, APOER, IGFBP3R1, IGFBP-3R|A2MR,APOER,APR,CD91,IGFBP-3R,IGFBP3R,IGFBP3R1,KPA,LRP,LRP1A,TGFBR5|LRP1|A2MR,APOER,APR,CD91,IGFBP-3R,IGFBP3R,IGFBP3R1,KPA,LRP,LRP1A,TGFBR5
737	JAK2	0.26690691	0.25943165	0.25957711	0.2675074	0.263355768	0.35865307	0.33129728	0.34388813	0.34406429	0.344475693	-0.38738913	NonDE	0.0000103	NM_004972	ENSG00000096968	3717	JAK2	protein_coding	Janus kinase 2	JTK10|-|JTK10|JTK10|JAK2|JTK10
738	LTA	0.00183851	0.00201089	0.00171847	0.00171758	0.001821363	0.00481335	0.00351005	0.00498553	0.00396899	0.00431948	-1.245839558	Downregulate	0.004633834	NM_000595	ENSG00000226979	4049	LTA	protein_coding	lymphotoxin alpha	TNFB,TNFSF1TNFB,LT|TNFB|TNFSF1, LT|LT,TNFB,TNFSF1,TNLG1E|LTA|LT,TNFB,TNFSF1,TNLG1E
739	HS3ST1	0.01417112	0.01335159	0.01316794	0.01341282	0.013525868	0.21599203	0.21894702	0.22394699	0.2139616	0.21821191	-4.011936815	Downregulate	0.00000212	NM_005114	ENSG00000002587	9957	HS3ST1	protein_coding	heparan sulfate-glucosamine 3-sulfotransferase 1	3OST1|-|3OST1|3OST,3OST1|HS3ST1|3OST,3OST1
740	GAS1	0.46192082	0.44422855	0.44842471	0.46419327	0.454691838	0.19833981	0.1951736	0.18414455	0.19597357	0.193407883	1.233242511	Upregulate	8.46E-09	NM_002048	ENSG00000180447	2619	GAS1	protein_coding	growth arrest specific 1	-|-|-|-|GAS1|
741	KCNA6	0.02618245	0.02864063	0.0237177	0.0248048	0.025836395	0.16132616	0.16747767	0.16874063	0.15695522	0.16362492	-2.6629158	Downregulate	6.43E-09	NM_002235	ENSG00000151079	3742	KCNA6	protein_coding	potassium voltage-gated channel subfamily A member 6	Kv1.6,HBK2,PPP1R96|-|Kv1.6, HBK2, PPP1R96|HBK2,KV1.6,PPP1R96|KCNA6|HBK2,KV1.6,PPP1R96
742	GPR65	0.00617298	0.00363656	0.0046617	0.00448962	0.004740215	0.02044819	0.020892	0.02233656	0.02039254	0.021017323	-2.148554488	Downregulate	0.0000004	NM_003608	ENSG00000140030	8477	GPR65	protein_coding	G protein-coupled receptor 65	hTDAG8,TDAG8|-|hTDAG8, TDAG8|TDAG8,hTDAG8|GPR65|hTDAG8,TDAG8
743	HOXB7	0.13562178	0.1478559	0.14092448	0.14786602	0.143067045	0.0013568	0.00085814	0.0012327	0.00122803	0.001168918	6.93537447	Upregulate	0.0000198	NM_004502	ENSG00000260027	3217	HOXB7	protein_coding	homeobox B7	HOX2,HOX2C|HOX2, HOX2C|-|HHO.C1,HOX2,HOX2C,Hox-2.3|HOXB7|HHO.C1,Hox-2.3,HOX2,HOX2C
745	GPR8	0.03326454	0.03030207	0.03513563	0.03122295	0.032481298	0.04182736	0.03920254	0.0466954	0.04638852	0.043528455	-0.42234955	NonDE	0.001982024	NM_005286	ENSG00000125522	2832	NPBWR2	protein_coding	neuropeptides B and W receptor 2	GPR8|GPR8|-|GPR8|NPBWR2|GPR8
746	GPR22	0.05470103	0.05033791	0.04897595	0.05324443	0.05181483	0.2904292	0.28186531	0.27859534	0.28354577	0.283608905	-2.452465854	Downregulate	2.18E-10	NM_005295	ENSG00000172209	2845	GPR22	protein_coding	G protein-coupled receptor 22	-|-|-|-|GPR22|
747	HIST1H1D	4.47156814	4.57035399	4.83671058	4.97086334	4.712374013	0.70124401	0.73421429	0.71882376	0.70042869	0.713677688	2.723109474	Upregulate	0.0000496	NM_005320	ENSG00000124575	3007	H1-3	protein_coding	H1.3 linker histone, cluster member	H1F3,H1.3HIST1H1D,H1.3H1F3,H1dHIST1H1D,H1dH1F3,H1s-2HIST1H1D,H1s-2|H1F3, HIST1H1D|H1.3, H1d, H1s-2|H1.3,H1D,H1F3,H1s-2,HIST1H1D|H1-3|H1.3,H1D,H1F3,H1s-2,HIST1H1D
748	HSPA6	0.05448539	0.05616337	0.05221264	0.05475352	0.05440373	0.09820495	0.08815858	0.09254423	0.08915329	0.092015263	-0.758167612	NonDE	0.00000438	NM_002155	ENSG00000173110	3310	HSPA6	protein_coding	heat shock protein family A (Hsp70) member 6	HSP70B'|-|HSP70B'|HSP70B'|HSPA6|HSP70B'
749	JUN	0.79994744	0.80258086	0.79878241	0.83740913	0.80967996	0.63913162	0.64400377	0.63579716	0.65690257	0.64395878	0.330383427	NonDE	0.00000381	NM_002228	ENSG00000177606	3725	JUN	protein_coding	Jun proto-oncogene, AP-1 transcription factor subunit	c-Jun,AP-1|-|c-Jun, AP-1|AP-1,AP1,c-Jun,cJUN,p39|JUN|AP-1,AP1,c-Jun,cJUN,p39
750	KNG1	0.03537066	0.03620091	0.0280847	0.03318089	0.03320929	0.00488307	0.00587452	0.00643193	0.00632122	0.005877685	2.49826693	Upregulate	0.000457347	NM_000893	ENSG00000113889	3827	KNG1	protein_coding	kininogen 1	KNG,BKBDK,BKHK,BKKNG,HMWKBDK,HMWKHK,HMWK|KNG, BDK, HK|BK, HMWK|BDK,BK,HAE6,HK,HMWK,KNG|KNG1|BDK,BK,HAE6,HK,HMWK,KNG
751	JUNB	1.36685373	1.39022974	1.38465636	1.38291908	1.381164728	0.69206267	0.65449931	0.68920613	0.66934755	0.676278915	1.030195117	Upregulate	6.06E-10	NM_002229	ENSG00000171223	3726	JUNB	protein_coding	JunB proto-oncogene, AP-1 transcription factor subunit	-|-|-|AP-1|JUNB|AP-1
752	ITIH4	0.03794861	0.03658816	0.03811997	0.04324294	0.03897492	0.06994937	0.06940521	0.07043647	0.06795394	0.069436248	-0.833142922	NonDE	0.00000116	NM_002218	ENSG00000055955	3700	ITIH4	protein_coding	inter-alpha-trypsin inhibitor heavy chain 4	ITIHL1,IHRPITIHL1,H4P|ITIHL1|IHRP, H4P|GP120,H4P,IHRP,ITI-HC4,ITIHL1,PK-120,PK120|ITIH4|GP120,H4P,IHRP,ITI-HC4,ITIHL1,PK-120,PK120
753	HRG	0.00144126	0.00128395	0.00112912	0.0010051	0.001214858	0.00070734	0.00061407	0.00078868	0.00071456	0.000706163	0.782714983	NonDE	0.002380819	NM_000412	ENSG00000113905	3273	HRG	protein_coding	histidine rich glycoprotein	HRGP,HPRG|-|HRGP, HPRG|HPRG,HRGP,THPH11|HRG|HPRG,HRGP,THPH11
754	IGFBP1	1.85303419	1.86941115	1.86869645	1.85828853	1.86235758	0.00200091	0.00185305	0.00164102	0.00188939	0.001846093	9.978439545	Upregulate	2.19E-08	NM_001013029	ENSG00000146678	3484	IGFBP1	protein_coding	insulin like growth factor binding protein 1	IBP1,IGF-BP25IBP1,AFBPIBP1,hIGFBP-1IBP1,PP12|IBP1|IGF-BP25, AFBP, hIGFBP-1, PP12|AFBP,IBP1,IGF-BP25,PP12,hIGFBP-1|IGFBP1|AFBP,hIGFBP-1,IBP1,IGF-BP25,PP12
